transaction_id,account_id,amount,merchant_category,location,hour_of_day,day_of_week,timestamp,is_fraud
7754,10,331.11,Travel,"Marseille, France",9,3,2025-12-04 09:25:00,0
40043,11,744.83,Gambling,"Toulouse, France",2,2,2025-12-03 02:19:00,1
19341,10,457.18,Fuel,"Lyon, France",13,1,2025-12-02 13:18:00,0
42816,8,1025.98,Jewelry,Hong Kong,4,3,2025-12-04 04:05:00,1
25631,2,66.44,Entertainment,"Marseille, France",20,5,2025-12-06 20:43:00,0
16812,8,406.14,Entertainment,Online,15,6,2025-12-07 15:47:00,0
39988,3,447.09,Utilities,"Nice, France",22,4,2025-12-05 22:07:00,0
47774,2,4550.35,Health,"Paris, France",9,6,2025-12-07 09:51:00,1
1739,7,264.77,Food & Beverage,"Lyon, France",21,0,2025-12-01 21:05:00,0
1470,4,255.5,Entertainment,"Paris, France",9,0,2025-12-08 09:24:00,0
16100,6,446.38,Clothing,"Marseille, France",14,2,2025-12-03 14:37:00,0
44873,11,1909.16,Fuel,"Toulouse, France",3,0,2025-12-01 03:39:00,1
27947,1,303.04,Travel,"Toulouse, France",13,0,2025-12-08 13:45:00,0
28769,4,415.29,Groceries,"Lyon, France",14,2,2025-12-03 14:39:00,0
22664,13,131.68,Electronics,"Marseille, France",21,1,2025-12-02 21:30:00,0
30960,12,203.74,Clothing,"Marseille, France",19,0,2025-12-08 19:49:00,0
23914,7,354.87,Electronics,"Marseille, France",21,5,2025-12-06 21:28:00,0
40699,7,2038.04,Gambling,"Las Vegas, USA",2,1,2025-12-02 02:22:00,1
41470,2,2604.61,Food & Beverage,"Dubai, UAE",5,1,2025-12-02 05:01:00,1
31380,11,59.37,Utilities,"Nice, France",8,2,2025-12-03 08:01:00,0
23378,12,427.34,Travel,"Paris, France",18,0,2025-12-01 18:31:00,0
42739,10,1642.63,Jewelry,Russia,6,0,2025-12-01 06:42:00,1
7050,10,336.92,Groceries,"Nice, France",14,2,2025-12-03 14:32:00,0
36737,7,459.56,Health,"Lyon, France",22,6,2025-12-07 22:58:00,0
32549,7,34.61,Food & Beverage,"Toulouse, France",16,0,2025-12-01 16:17:00,0
29285,3,365.63,Food & Beverage,"Nice, France",18,6,2025-12-07 18:01:00,0
18864,6,88.15,Clothing,"Paris, France",17,6,2025-12-07 17:22:00,0
16754,2,159.32,Health,"Lyon, France",17,0,2025-12-08 17:01:00,0
32779,1,249.68,Electronics,"Nice, France",12,1,2025-12-02 12:50:00,0
10133,4,236.04,Travel,"Lyon, France",17,1,2025-12-02 17:31:00,0
21194,8,490.89,Utilities,"Lyon, France",14,6,2025-12-07 14:02:00,0
40137,3,1263.73,Electronics,"Las Vegas, USA",19,5,2025-12-06 19:57:00,1
31610,13,231.56,Utilities,"Lyon, France",13,5,2025-12-06 13:25:00,0
38654,12,404.26,Groceries,"Nice, France",21,0,2025-12-08 21:06:00,0
14422,9,250.96,Food & Beverage,"Lyon, France",22,2,2025-12-03 22:47:00,0
7895,2,12.51,Health,"Paris, France",17,0,2025-12-08 17:58:00,0
42211,6,1615.24,Food & Beverage,Russia,2,3,2025-12-04 02:32:00,1
41973,13,3766.84,Cryptocurrency,Hong Kong,13,3,2025-12-04 13:09:00,1
2449,2,13.11,Entertainment,"Lyon, France",12,5,2025-12-06 12:12:00,0
25652,13,459.01,Groceries,"Toulouse, France",17,2,2025-12-03 17:47:00,0
28247,11,444.08,Food & Beverage,"Lyon, France",15,4,2025-12-05 15:37:00,0
17133,1,450.36,Electronics,"Nice, France",10,0,2025-12-01 10:32:00,0
2560,8,401.61,Fuel,Online,15,0,2025-12-08 15:30:00,0
27770,7,498.23,Fuel,Online,9,3,2025-12-04 09:49:00,0
48381,13,1634.28,Groceries,Online,3,1,2025-12-02 03:01:00,1
48548,7,3871.5,Gambling,"Dubai, UAE",3,1,2025-12-02 03:09:00,1
9701,3,235.71,Entertainment,"Lyon, France",12,4,2025-12-05 12:15:00,0
42688,5,1239.7,Utilities,Nigeria,5,3,2025-12-04 05:15:00,1
35647,8,444.54,Utilities,"Toulouse, France",14,1,2025-12-02 14:37:00,0
165,2,381.38,Electronics,"Toulouse, France",10,4,2025-12-05 10:57:00,0
29649,10,487.46,Entertainment,Online,12,1,2025-12-02 12:07:00,0
15763,2,319.86,Entertainment,"Nice, France",18,4,2025-12-05 18:19:00,0
49579,8,1890.76,Cryptocurrency,"Lyon, France",5,5,2025-12-06 05:45:00,1
22884,2,320.68,Travel,"Lyon, France",22,6,2025-12-07 22:13:00,0
31666,3,146.24,Fuel,"Lyon, France",20,0,2025-12-08 20:54:00,0
29658,3,490.57,Utilities,"Lyon, France",17,4,2025-12-05 17:45:00,0
9136,3,250.39,Food & Beverage,"Nice, France",20,2,2025-12-03 20:05:00,0
24428,7,24.88,Fuel,"Lyon, France",14,1,2025-12-02 14:11:00,0
20839,4,342.24,Utilities,"Nice, France",20,0,2025-12-08 20:54:00,0
12073,13,364.31,Health,"Toulouse, France",12,0,2025-12-08 12:33:00,0
23777,13,336.57,Groceries,"Lyon, France",20,0,2025-12-01 20:10:00,0
24804,5,205.3,Fuel,"Toulouse, France",21,4,2025-12-05 21:54:00,0
11165,6,314.84,Travel,"Marseille, France",18,0,2025-12-01 18:50:00,0
24559,6,416.45,Fuel,"Lyon, France",16,3,2025-12-04 16:52:00,0
20313,11,232.48,Fuel,Online,17,0,2025-12-01 17:30:00,0
10552,1,30.93,Travel,"Paris, France",8,3,2025-12-04 08:44:00,0
28883,4,315.01,Groceries,"Marseille, France",10,0,2025-12-08 10:01:00,0
35273,2,326.34,Health,"Toulouse, France",9,4,2025-12-05 09:19:00,0
7993,6,385.64,Clothing,Online,13,6,2025-12-07 13:52:00,0
7173,3,233.61,Utilities,"Paris, France",22,5,2025-12-06 22:11:00,0
30140,12,384.95,Entertainment,"Lyon, France",15,6,2025-12-07 15:44:00,0
13582,13,436.29,Utilities,"Lyon, France",17,5,2025-12-06 17:21:00,0
19266,9,107.6,Travel,"Lyon, France",8,0,2025-12-08 08:40:00,0
36827,12,131.64,Electronics,"Paris, France",18,3,2025-12-04 18:40:00,0
35765,10,175.05,Electronics,Online,20,1,2025-12-02 20:36:00,0
21741,6,154.82,Food & Beverage,Online,11,2,2025-12-03 11:36:00,0
26856,4,408.97,Groceries,Online,22,2,2025-12-03 22:10:00,0
9918,5,137.59,Utilities,"Nice, France",21,0,2025-12-01 21:31:00,0
31559,4,253.78,Electronics,"Lyon, France",14,2,2025-12-03 14:32:00,0
12149,10,308.97,Health,"Toulouse, France",10,2,2025-12-03 10:18:00,0
31424,6,228.82,Fuel,"Marseille, France",9,0,2025-12-01 09:42:00,0
13116,1,474.41,Food & Beverage,"Toulouse, France",22,4,2025-12-05 22:03:00,0
20937,5,480.41,Food & Beverage,"Paris, France",14,5,2025-12-06 14:32:00,0
7330,7,54.32,Utilities,"Marseille, France",22,4,2025-12-05 22:17:00,0
41967,3,340.72,Travel,"Marseille, France",5,5,2025-12-06 05:14:00,1
35022,11,229.03,Groceries,Online,13,2,2025-12-03 13:47:00,0
36003,9,41.37,Food & Beverage,"Nice, France",22,3,2025-12-04 22:23:00,0
17431,3,443.58,Food & Beverage,"Nice, France",15,3,2025-12-04 15:22:00,0
38170,11,40.49,Entertainment,"Nice, France",13,5,2025-12-06 13:17:00,0
42579,7,3830.01,Jewelry,Hong Kong,16,3,2025-12-04 16:58:00,1
20022,2,452.14,Entertainment,"Nice, France",11,4,2025-12-05 11:19:00,0
45840,11,855.15,Utilities,Nigeria,22,1,2025-12-02 22:33:00,1
4338,10,333.41,Travel,"Toulouse, France",9,6,2025-12-07 09:35:00,0
5150,3,171.73,Entertainment,"Marseille, France",18,6,2025-12-07 18:03:00,0
3083,2,390.62,Entertainment,"Nice, France",20,6,2025-12-07 20:11:00,0
34613,8,40.41,Clothing,"Nice, France",12,0,2025-12-08 12:36:00,0
6719,5,340.57,Utilities,"Nice, France",10,5,2025-12-06 10:08:00,0
19970,10,21.71,Fuel,"Nice, France",8,6,2025-12-07 08:37:00,0
27356,5,334.47,Travel,"Marseille, France",17,6,2025-12-07 17:51:00,0
13321,4,178.92,Food & Beverage,Online,8,5,2025-12-06 08:58:00,0
23362,11,345.35,Clothing,"Nice, France",14,5,2025-12-06 14:37:00,0
20781,10,410.54,Travel,"Marseille, France",13,6,2025-12-07 13:44:00,0
25583,8,68.25,Health,"Toulouse, France",20,1,2025-12-02 20:04:00,0
38134,12,421.37,Clothing,"Paris, France",21,6,2025-12-07 21:49:00,0
17146,6,369.28,Utilities,"Marseille, France",13,3,2025-12-04 13:42:00,0
40809,3,3941.09,Health,Hong Kong,12,2,2025-12-03 12:06:00,1
44947,13,2861.41,Jewelry,"Dubai, UAE",1,5,2025-12-06 01:00:00,1
12347,9,145.99,Fuel,"Nice, France",12,0,2025-12-01 12:55:00,0
17112,7,84.61,Food & Beverage,Online,14,4,2025-12-05 14:17:00,0
40784,6,2240.7,Gambling,"Dubai, UAE",1,0,2025-12-08 01:59:00,1
11844,3,99.98,Health,"Marseille, France",22,0,2025-12-08 22:35:00,0
21438,13,401.84,Food & Beverage,"Nice, France",22,5,2025-12-06 22:00:00,0
25066,3,251.28,Travel,"Nice, France",9,1,2025-12-02 09:03:00,0
25060,6,16.99,Travel,"Toulouse, France",21,5,2025-12-06 21:37:00,0
43814,8,626.78,Clothing,Hong Kong,2,1,2025-12-02 02:06:00,1
19786,4,456.3,Electronics,"Marseille, France",13,0,2025-12-08 13:39:00,0
41763,13,698.33,Groceries,Nigeria,4,6,2025-12-07 04:00:00,1
15139,8,494.47,Electronics,"Nice, France",10,0,2025-12-01 10:04:00,0
2776,2,383.39,Fuel,"Paris, France",10,6,2025-12-07 10:06:00,0
46199,8,1348.99,Cryptocurrency,Hong Kong,0,4,2025-12-05 00:14:00,1
36091,1,440.85,Clothing,"Toulouse, France",9,1,2025-12-02 09:57:00,0
39079,6,460.06,Food & Beverage,"Lyon, France",21,0,2025-12-01 21:10:00,0
2821,5,169.12,Travel,"Toulouse, France",17,0,2025-12-01 17:43:00,0
47050,7,2228.24,Gambling,"Lyon, France",11,1,2025-12-02 11:23:00,1
36680,1,156.18,Fuel,"Paris, France",16,0,2025-12-08 16:54:00,0
48408,13,1202.78,Gambling,"London, UK",21,4,2025-12-05 21:30:00,1
43625,5,374.34,Entertainment,"Nice, France",1,6,2025-12-07 01:30:00,1
8542,3,442.76,Entertainment,"Paris, France",19,4,2025-12-05 19:09:00,0
47514,3,3848.61,Electronics,Online,1,4,2025-12-05 01:53:00,1
31031,5,195.3,Food & Beverage,"Nice, France",19,1,2025-12-02 19:33:00,0
6120,4,40.03,Electronics,Online,14,2,2025-12-03 14:43:00,0
27032,5,13.97,Clothing,"Paris, France",9,3,2025-12-04 09:58:00,0
24271,3,428.51,Utilities,"Paris, France",13,2,2025-12-03 13:32:00,0
3520,10,87.69,Utilities,"Nice, France",9,4,2025-12-05 09:15:00,0
43242,2,1664.04,Entertainment,"London, UK",12,0,2025-12-08 12:58:00,1
29549,8,130.57,Utilities,"Marseille, France",10,1,2025-12-02 10:47:00,0
16167,9,384.98,Groceries,"Nice, France",9,0,2025-12-01 09:10:00,0
49287,6,2545.7,Jewelry,"Lyon, France",15,5,2025-12-06 15:37:00,1
40600,11,4028.39,Electronics,"Nice, France",0,6,2025-12-07 00:46:00,1
6234,2,394.25,Entertainment,"Nice, France",22,4,2025-12-05 22:36:00,0
47052,7,674.83,Food & Beverage,"Las Vegas, USA",12,1,2025-12-02 12:11:00,1
11611,9,13.83,Electronics,"Nice, France",14,5,2025-12-06 14:12:00,0
17120,4,289.74,Fuel,"Nice, France",12,2,2025-12-03 12:18:00,0
18528,2,316.91,Entertainment,"Toulouse, France",8,6,2025-12-07 08:28:00,0
19075,3,281.81,Food & Beverage,"Nice, France",17,1,2025-12-02 17:30:00,0
34225,5,260.81,Clothing,"Toulouse, France",15,3,2025-12-04 15:22:00,0
41914,13,1695.32,Cryptocurrency,"Lyon, France",16,3,2025-12-04 16:30:00,1
47330,9,2594.04,Entertainment,Hong Kong,1,2,2025-12-03 01:05:00,1
45652,1,822.6,Clothing,Hong Kong,1,5,2025-12-06 01:22:00,1
46722,3,2820.56,Food & Beverage,"Las Vegas, USA",23,1,2025-12-02 23:33:00,1
44107,3,4617.44,Cryptocurrency,"Nice, France",3,1,2025-12-02 03:15:00,1
44518,1,1510.44,Jewelry,Hong Kong,4,6,2025-12-07 04:01:00,1
21362,6,151.44,Food & Beverage,Online,11,1,2025-12-02 11:56:00,0
29694,3,265.42,Clothing,Online,18,6,2025-12-07 18:13:00,0
35257,11,166.45,Fuel,"Paris, France",21,4,2025-12-05 21:11:00,0
22193,6,323.05,Electronics,"Paris, France",18,0,2025-12-08 18:58:00,0
30016,6,227.42,Entertainment,"Paris, France",10,5,2025-12-06 10:12:00,0
42498,12,464.44,Groceries,Hong Kong,0,0,2025-12-01 00:12:00,1
10673,2,19.95,Travel,"Marseille, France",15,1,2025-12-02 15:24:00,0
5103,1,177.9,Fuel,Online,19,4,2025-12-05 19:39:00,0
46934,11,550.18,Gambling,"Nice, France",2,6,2025-12-07 02:52:00,1
49685,13,461.03,Electronics,Online,1,3,2025-12-04 01:48:00,1
22043,9,262.77,Utilities,Online,9,5,2025-12-06 09:28:00,0
5875,5,126.62,Electronics,"Toulouse, France",15,5,2025-12-06 15:47:00,0
47655,1,3338.03,Entertainment,Russia,15,1,2025-12-02 15:36:00,1
8008,10,456.05,Entertainment,"Marseille, France",11,0,2025-12-01 11:40:00,0
21468,8,480.55,Electronics,"Lyon, France",13,2,2025-12-03 13:41:00,0
5063,7,184.14,Electronics,"Marseille, France",22,6,2025-12-07 22:48:00,0
44649,12,2840.37,Utilities,Russia,14,0,2025-12-01 14:12:00,1
16978,5,369.62,Groceries,"Paris, France",12,6,2025-12-07 12:06:00,0
40163,3,3229.91,Food & Beverage,"Paris, France",0,4,2025-12-05 00:42:00,1
2430,12,463.65,Travel,"Paris, France",19,1,2025-12-02 19:00:00,0
6476,1,93.49,Groceries,"Toulouse, France",13,1,2025-12-02 13:04:00,0
33534,12,11.45,Groceries,"Marseille, France",19,0,2025-12-01 19:58:00,0
39884,13,152.52,Food & Beverage,"Paris, France",14,6,2025-12-07 14:10:00,0
12044,13,435.91,Health,"Lyon, France",20,2,2025-12-03 20:53:00,0
33042,3,72.47,Entertainment,Online,10,0,2025-12-01 10:53:00,0
10098,5,399.55,Entertainment,"Paris, France",15,4,2025-12-05 15:01:00,0
47440,2,2430.96,Cryptocurrency,Online,2,1,2025-12-02 02:23:00,1
33135,2,260.61,Entertainment,"Lyon, France",14,0,2025-12-01 14:23:00,0
48474,8,1978.62,Fuel,"Toulouse, France",17,1,2025-12-02 17:31:00,1
8484,2,456.27,Fuel,"Marseille, France",11,1,2025-12-02 11:40:00,0
2301,1,365.88,Food & Beverage,"Marseille, France",21,5,2025-12-06 21:22:00,0
17859,5,32.3,Fuel,"Marseille, France",14,0,2025-12-08 14:48:00,0
19632,6,312.59,Entertainment,"Toulouse, France",18,0,2025-12-08 18:22:00,0
33116,13,332.24,Travel,"Marseille, France",18,0,2025-12-08 18:21:00,0
48883,7,2847.22,Cryptocurrency,"Dubai, UAE",0,1,2025-12-02 00:00:00,1
46024,13,3006.81,Cryptocurrency,Online,10,4,2025-12-05 10:27:00,1
5489,4,314.01,Travel,Online,13,2,2025-12-03 13:47:00,0
5423,8,493.4,Travel,"Paris, France",12,6,2025-12-07 12:05:00,0
7931,8,138.42,Utilities,"Nice, France",14,6,2025-12-07 14:38:00,0
40761,5,1139.16,Utilities,"Marseille, France",2,3,2025-12-04 02:03:00,1
15222,2,382.97,Travel,"Nice, France",9,1,2025-12-02 09:01:00,0
37785,5,26.52,Travel,"Lyon, France",22,1,2025-12-02 22:35:00,0
5141,11,33.61,Clothing,"Marseille, France",17,0,2025-12-01 17:32:00,0
4678,6,227.07,Travel,Online,21,6,2025-12-07 21:06:00,0
48233,1,340.83,Electronics,"Nice, France",0,6,2025-12-07 00:26:00,1
46553,5,1885.32,Fuel,"Dubai, UAE",1,0,2025-12-08 01:28:00,1
1524,3,409.11,Groceries,"Paris, France",9,6,2025-12-07 09:33:00,0
31174,8,16.29,Entertainment,"Toulouse, France",17,6,2025-12-07 17:35:00,0
2885,12,187.34,Food & Beverage,"Marseille, France",8,0,2025-12-08 08:28:00,0
1777,8,405.23,Travel,"Marseille, France",8,2,2025-12-03 08:42:00,0
21713,11,8.17,Travel,"Lyon, France",8,2,2025-12-03 08:58:00,0
20395,13,27.74,Food & Beverage,"Paris, France",20,6,2025-12-07 20:33:00,0
30927,11,362.06,Utilities,Online,18,0,2025-12-08 18:30:00,0
16264,4,462.55,Groceries,Online,8,5,2025-12-06 08:58:00,0
8220,7,427.03,Entertainment,"Paris, France",19,3,2025-12-04 19:24:00,0
37835,13,28.79,Entertainment,"Lyon, France",11,6,2025-12-07 11:08:00,0
1298,11,211.48,Entertainment,"Paris, France",15,5,2025-12-06 15:28:00,0
27382,8,244.22,Utilities,"Toulouse, France",17,5,2025-12-06 17:10:00,0
8357,12,193.87,Travel,"Nice, France",18,4,2025-12-05 18:54:00,0
19377,3,314.08,Fuel,"Marseille, France",21,3,2025-12-04 21:49:00,0
48523,3,1925.3,Cryptocurrency,"Las Vegas, USA",2,6,2025-12-07 02:35:00,1
208,8,444.61,Health,"Marseille, France",21,0,2025-12-08 21:25:00,0
39159,4,294.87,Entertainment,"Lyon, France",13,1,2025-12-02 13:18:00,0
5076,6,307.36,Food & Beverage,"Toulouse, France",20,4,2025-12-05 20:10:00,0
48876,13,2675.65,Fuel,Russia,8,0,2025-12-01 08:54:00,1
9940,12,163.63,Entertainment,"Lyon, France",17,4,2025-12-05 17:34:00,0
40742,9,828.59,Entertainment,"Dubai, UAE",20,2,2025-12-03 20:56:00,1
45335,4,2215.43,Utilities,Online,21,4,2025-12-05 21:17:00,1
3920,6,314.78,Clothing,"Toulouse, France",19,4,2025-12-05 19:11:00,0
41970,11,1031.44,Fuel,"Dubai, UAE",4,0,2025-12-01 04:31:00,1
42379,12,518.89,Utilities,Hong Kong,17,6,2025-12-07 17:41:00,1
11223,2,204.51,Health,"Lyon, France",17,6,2025-12-07 17:43:00,0
44467,6,3941.51,Jewelry,"Toulouse, France",19,4,2025-12-05 19:41:00,1
44685,11,2337.95,Entertainment,Hong Kong,14,3,2025-12-04 14:10:00,1
174,11,200.92,Groceries,"Nice, France",21,0,2025-12-01 21:58:00,0
26656,8,104.94,Travel,"Paris, France",11,0,2025-12-08 11:19:00,0
703,13,288.48,Clothing,"Paris, France",20,5,2025-12-06 20:33:00,0
43811,9,1028.67,Jewelry,"Toulouse, France",21,0,2025-12-01 21:56:00,1
13759,11,484.49,Fuel,"Lyon, France",17,0,2025-12-08 17:04:00,0
2952,3,350.08,Electronics,"Marseille, France",20,1,2025-12-02 20:02:00,0
21428,13,497.1,Clothing,"Nice, France",8,3,2025-12-04 08:44:00,0
18437,8,100.84,Clothing,"Marseille, France",18,5,2025-12-06 18:19:00,0
47211,9,4368.54,Food & Beverage,Hong Kong,4,2,2025-12-03 04:41:00,1
39351,13,50.87,Fuel,"Toulouse, France",22,2,2025-12-03 22:01:00,0
34951,5,315.72,Electronics,"Nice, France",17,5,2025-12-06 17:26:00,0
37158,5,221.14,Groceries,"Lyon, France",19,1,2025-12-02 19:27:00,0
44243,9,3053.5,Cryptocurrency,Nigeria,5,6,2025-12-07 05:08:00,1
29195,9,165.24,Travel,"Paris, France",17,0,2025-12-01 17:25:00,0
25644,10,145.1,Food & Beverage,"Nice, France",9,6,2025-12-07 09:11:00,0
8451,5,361.08,Utilities,"Paris, France",8,6,2025-12-07 08:59:00,0
3142,7,130.96,Clothing,"Marseille, France",18,0,2025-12-08 18:21:00,0
41930,7,979.41,Gambling,"London, UK",6,2,2025-12-03 06:48:00,1
23276,1,355.11,Health,"Toulouse, France",14,0,2025-12-08 14:53:00,0
650,8,168.65,Groceries,"Paris, France",18,1,2025-12-02 18:58:00,0
15875,12,417.97,Health,"Toulouse, France",22,2,2025-12-03 22:36:00,0
24350,12,313.29,Travel,"Lyon, France",20,4,2025-12-05 20:08:00,0
17428,7,239.5,Fuel,"Lyon, France",8,6,2025-12-07 08:25:00,0
36928,8,355.74,Entertainment,"Paris, France",14,0,2025-12-08 14:39:00,0
23868,4,425.48,Entertainment,"Lyon, France",22,5,2025-12-06 22:38:00,0
16344,2,228.19,Travel,"Nice, France",8,2,2025-12-03 08:46:00,0
34091,11,56.83,Groceries,"Lyon, France",17,0,2025-12-01 17:40:00,0
30303,2,402.07,Electronics,"Paris, France",11,1,2025-12-02 11:35:00,0
49696,4,2262.22,Utilities,"Las Vegas, USA",8,2,2025-12-03 08:10:00,1
45806,9,2493.41,Health,"London, UK",19,6,2025-12-07 19:57:00,1
18433,3,442.08,Health,"Marseille, France",21,5,2025-12-06 21:22:00,0
16282,6,185.72,Clothing,"Nice, France",14,4,2025-12-05 14:07:00,0
26614,7,35.33,Fuel,"Nice, France",17,0,2025-12-08 17:17:00,0
24684,12,418.95,Entertainment,"Lyon, France",14,0,2025-12-08 14:56:00,0
48178,4,697.44,Entertainment,"Paris, France",5,0,2025-12-08 05:44:00,1
30483,2,224.6,Entertainment,"Lyon, France",8,5,2025-12-06 08:18:00,0
2379,6,33.07,Electronics,"Toulouse, France",16,0,2025-12-01 16:39:00,0
17310,9,253.6,Fuel,"Toulouse, France",18,3,2025-12-04 18:33:00,0
28275,7,6.52,Electronics,"Paris, France",20,4,2025-12-05 20:18:00,0
2683,11,331.04,Utilities,"Marseille, France",16,6,2025-12-07 16:56:00,0
39812,8,189.92,Food & Beverage,"Paris, France",8,4,2025-12-05 08:42:00,0
34821,12,432.01,Travel,"Paris, France",14,0,2025-12-01 14:25:00,0
29752,8,113.69,Utilities,Online,19,2,2025-12-03 19:34:00,0
2063,1,432.28,Entertainment,"Nice, France",18,0,2025-12-08 18:31:00,0
39739,11,64.91,Clothing,"Marseille, France",14,5,2025-12-06 14:25:00,0
26643,7,458.99,Groceries,Online,8,2,2025-12-03 08:25:00,0
8790,3,449.52,Health,"Lyon, France",13,1,2025-12-02 13:56:00,0
5473,3,145.29,Clothing,"Marseille, France",16,0,2025-12-08 16:58:00,0
41584,8,2784.3,Cryptocurrency,"Toulouse, France",14,0,2025-12-01 14:33:00,1
9804,1,398.66,Travel,"Lyon, France",15,2,2025-12-03 15:54:00,0
17926,3,60.56,Fuel,"Marseille, France",17,1,2025-12-02 17:40:00,0
18130,6,63.1,Travel,"Toulouse, France",20,3,2025-12-04 20:15:00,0
31762,12,136.12,Utilities,"Marseille, France",14,4,2025-12-05 14:41:00,0
8030,2,230.77,Clothing,"Toulouse, France",12,0,2025-12-08 12:40:00,0
23001,10,242.02,Electronics,"Lyon, France",12,4,2025-12-05 12:51:00,0
12340,8,83.14,Entertainment,"Paris, France",15,5,2025-12-06 15:38:00,0
37045,8,498.61,Electronics,"Nice, France",19,5,2025-12-06 19:47:00,0
12616,7,147.53,Groceries,"Marseille, France",16,4,2025-12-05 16:18:00,0
26313,5,230.9,Groceries,"Lyon, France",17,0,2025-12-08 17:02:00,0
8362,9,150.55,Entertainment,"Toulouse, France",9,4,2025-12-05 09:19:00,0
11824,9,115.44,Fuel,"Lyon, France",11,5,2025-12-06 11:25:00,0
8713,7,233.99,Health,"Lyon, France",12,2,2025-12-03 12:35:00,0
6455,3,48.69,Electronics,"Paris, France",14,0,2025-12-08 14:36:00,0
5768,7,279.95,Fuel,"Paris, France",13,2,2025-12-03 13:25:00,0
3272,1,442.95,Travel,"Toulouse, France",13,5,2025-12-06 13:33:00,0
46319,13,2416.66,Travel,Hong Kong,13,2,2025-12-03 13:40:00,1
12645,2,237.0,Food & Beverage,"Nice, France",17,3,2025-12-04 17:40:00,0
17132,1,241.89,Health,"Marseille, France",12,4,2025-12-05 12:07:00,0
45693,9,1143.69,Groceries,"London, UK",18,5,2025-12-06 18:14:00,1
35170,10,275.71,Fuel,"Paris, France",19,5,2025-12-06 19:56:00,0
17477,7,243.09,Food & Beverage,Online,22,6,2025-12-07 22:10:00,0
49416,1,4132.96,Food & Beverage,"Las Vegas, USA",8,2,2025-12-03 08:30:00,1
30362,6,416.31,Entertainment,"Marseille, France",10,4,2025-12-05 10:50:00,0
5014,13,203.56,Groceries,"Toulouse, France",17,4,2025-12-05 17:45:00,0
45966,6,2230.3,Gambling,"Lyon, France",8,3,2025-12-04 08:13:00,1
9983,10,380.9,Electronics,"Marseille, France",19,6,2025-12-07 19:39:00,0
24485,5,40.94,Health,"Paris, France",11,2,2025-12-03 11:45:00,0
1626,11,358.59,Clothing,"Toulouse, France",16,6,2025-12-07 16:08:00,0
24117,2,163.85,Food & Beverage,"Marseille, France",12,5,2025-12-06 12:11:00,0
35875,11,467.49,Fuel,"Nice, France",12,5,2025-12-06 12:22:00,0
10061,6,354.89,Groceries,"Lyon, France",17,3,2025-12-04 17:03:00,0
49286,4,4126.4,Gambling,"Toulouse, France",18,6,2025-12-07 18:12:00,1
4434,5,266.82,Utilities,"Marseille, France",17,6,2025-12-07 17:10:00,0
49585,1,2957.82,Jewelry,Russia,5,6,2025-12-07 05:51:00,1
17304,7,375.68,Entertainment,"Paris, France",16,6,2025-12-07 16:14:00,0
37104,3,48.01,Fuel,"Lyon, France",10,6,2025-12-07 10:17:00,0
22720,5,284.84,Health,"Lyon, France",14,4,2025-12-05 14:05:00,0
8746,11,36.6,Electronics,"Nice, France",18,3,2025-12-04 18:22:00,0
641,12,15.85,Utilities,"Lyon, France",9,5,2025-12-06 09:45:00,0
18040,11,332.31,Food & Beverage,"Toulouse, France",22,0,2025-12-01 22:45:00,0
40187,13,939.04,Travel,"Nice, France",0,6,2025-12-07 00:32:00,1
21140,4,357.26,Food & Beverage,"Marseille, France",10,5,2025-12-06 10:45:00,0
22416,1,22.0,Groceries,"Paris, France",16,0,2025-12-01 16:59:00,0
26665,5,446.59,Fuel,Online,19,6,2025-12-07 19:29:00,0
29970,9,120.11,Travel,"Toulouse, France",8,4,2025-12-05 08:02:00,0
37216,2,449.32,Utilities,"Paris, France",9,0,2025-12-01 09:33:00,0
25353,3,344.06,Fuel,"Marseille, France",13,3,2025-12-04 13:11:00,0
6607,11,250.17,Food & Beverage,Online,21,6,2025-12-07 21:02:00,0
36931,13,427.63,Fuel,"Toulouse, France",10,3,2025-12-04 10:24:00,0
48428,13,4075.83,Groceries,Nigeria,12,2,2025-12-03 12:41:00,1
